Age,Gender,Item_Purchased,Category,Season,Payment_Method,Shipping_Type
40,Male,Pants,Clothing,Spring,PayPal,Store Pickup
64,Male,Blouse,Clothing,Fall,Credit Card,2-Day Shipping
18,Male,Gloves,Accessories,Winter,Credit Card,Store Pickup
22,Male,Handbag,Accessories,Fall,Debit Card,Free Shipping
42,Male,Sneakers,Footwear,Spring,Venmo,2-Day Shipping
57,Male,Sandals,Footwear,Spring,Cash,Free Shipping
33,Male,Sunglasses,Accessories,Spring,Credit Card,Next Day Air
37,Male,Jacket,Outerwear,Fall,PayPal,Free Shipping
21,Male,T-shirt,Clothing,Fall,Venmo,2-Day Shipping
51,Male,Sneakers,Footwear,Winter,Bank Transfer,Standard
30,Male,Shoes,Footwear,Winter,Cash,Standard
68,Male,Jacket,Outerwear,Winter,Venmo,Express
36,Male,Scarf,Accessories,Spring,Bank Transfer,Express
46,Male,Sneakers,Footwear,Fall,Cash,Standard
41,Male,Jewelry,Accessories,Fall,Debit Card,Store Pickup
68,Male,Jacket,Outerwear,Fall,Bank Transfer,Next Day Air
21,Male,Blouse,Clothing,Winter,Credit Card,Standard
62,Male,Dress,Clothing,Spring,Cash,Express
59,Male,Scarf,Accessories,Fall,Debit Card,Store Pickup
25,Male,Hat,Accessories,Summer,Venmo,Standard
53,Male,Blouse,Clothing,Winter,Bank Transfer,Express
31,Male,Gloves,Accessories,Spring,Debit Card,Express
46,Male,Gloves,Accessories,Spring,Bank Transfer,Express
26,Male,Coat,Outerwear,Fall,PayPal,Next Day Air
47,Male,Scarf,Accessories,Spring,Cash,Next Day Air
37,Male,Pants,Clothing,Winter,Cash,Next Day Air
55,Male,Sunglasses,Accessories,Summer,Cash,Store Pickup
30,Male,Dress,Clothing,Summer,Bank Transfer,Free Shipping
19,Male,Hat,Accessories,Winter,Bank Transfer,Store Pickup
36,Male,Backpack,Accessories,Fall,Venmo,Next Day Air
23,Male,Sandals,Footwear,Fall,Cash,2-Day Shipping
62,Male,Sunglasses,Accessories,Summer,Bank Transfer,Express
26,Male,Backpack,Accessories,Spring,Bank Transfer,Store Pickup
36,Male,Jewelry,Accessories,Winter,Venmo,Next Day Air
33,Male,Socks,Clothing,Winter,Cash,Store Pickup
32,Male,Shirt,Clothing,Spring,Venmo,Express
56,Male,Handbag,Accessories,Spring,Cash,Express
58,Male,Blouse,Clothing,Winter,Debit Card,Free Shipping
34,Male,Backpack,Accessories,Spring,Credit Card,Standard
61,Male,Hat,Accessories,Summer,Venmo,Store Pickup
48,Male,Skirt,Clothing,Summer,PayPal,Store Pickup
25,Male,Shorts,Clothing,Summer,Debit Card,2-Day Shipping
51,Male,Blouse,Clothing,Fall,Venmo,Store Pickup
29,Male,Socks,Clothing,Summer,Debit Card,Store Pickup
54,Male,Belt,Accessories,Winter,Bank Transfer,Free Shipping
48,Male,Boots,Footwear,Summer,PayPal,Free Shipping
62,Male,Shorts,Clothing,Spring,Cash,Standard
18,Male,Shirt,Clothing,Summer,Bank Transfer,2-Day Shipping
43,Male,Handbag,Accessories,Summer,Debit Card,Free Shipping
22,Male,Jeans,Clothing,Summer,Cash,Store Pickup
68,Male,Dress,Clothing,Spring,Credit Card,Standard
44,Male,Dress,Clothing,Fall,PayPal,Free Shipping
51,Male,Sandals,Footwear,Fall,PayPal,Free Shipping
66,Male,Jacket,Outerwear,Fall,Cash,Standard
59,Male,Coat,Outerwear,Winter,Debit Card,Next Day Air
60,Male,Pants,Clothing,Summer,Credit Card,Free Shipping
31,Male,Backpack,Accessories,Summer,PayPal,Store Pickup
20,Male,Blouse,Clothing,Summer,Debit Card,Express
24,Male,Skirt,Clothing,Fall,Venmo,Standard
48,Male,Sandals,Footwear,Summer,PayPal,Free Shipping
39,Male,Pants,Clothing,Fall,Bank Transfer,Express
34,Male,Hat,Accessories,Winter,Cash,Express
70,Male,Hoodie,Clothing,Winter,Venmo,Next Day Air
59,Male,Sweater,Clothing,Summer,PayPal,Free Shipping
45,Male,Scarf,Accessories,Fall,Debit Card,Standard
35,Male,Sneakers,Footwear,Winter,Venmo,Free Shipping
69,Male,Boots,Footwear,Winter,Debit Card,Free Shipping
58,Male,Coat,Outerwear,Spring,Cash,Standard
25,Male,Boots,Footwear,Summer,Credit Card,Next Day Air
27,Male,Sandals,Footwear,Spring,Bank Transfer,Standard
34,Male,Pants,Clothing,Summer,Debit Card,Free Shipping
53,Male,Hoodie,Clothing,Spring,Cash,2-Day Shipping
58,Male,Sandals,Footwear,Fall,PayPal,Next Day Air
32,Male,Sweater,Clothing,Fall,Venmo,Express
64,Male,Belt,Accessories,Fall,Venmo,2-Day Shipping
63,Male,Jeans,Clothing,Summer,Debit Card,Express
23,Male,Hoodie,Clothing,Summer,Credit Card,Next Day Air
64,Male,Boots,Footwear,Summer,Bank Transfer,Free Shipping
18,Male,Socks,Clothing,Winter,Debit Card,Store Pickup
25,Male,Dress,Clothing,Winter,PayPal,Free Shipping
54,Male,Jacket,Outerwear,Fall,Venmo,Next Day Air
60,Male,Jacket,Outerwear,Spring,Venmo,2-Day Shipping
36,Male,Boots,Footwear,Winter,PayPal,2-Day Shipping
66,Male,Sneakers,Footwear,Winter,Bank Transfer,Free Shipping
60,Male,Pants,Clothing,Fall,Debit Card,Express
59,Male,Coat,Outerwear,Spring,Venmo,Store Pickup
58,Male,Shirt,Clothing,Spring,Bank Transfer,Express
35,Male,Sweater,Clothing,Spring,Debit Card,2-Day Shipping
20,Male,Shoes,Footwear,Winter,PayPal,Express
70,Male,Boots,Footwear,Fall,Venmo,Standard
54,Male,Sunglasses,Accessories,Summer,PayPal,2-Day Shipping
38,Male,Sneakers,Footwear,Summer,Venmo,2-Day Shipping
54,Male,Jewelry,Accessories,Summer,Credit Card,Store Pickup
33,Male,Belt,Accessories,Winter,Bank Transfer,2-Day Shipping
46,Male,Gloves,Accessories,Winter,Bank Transfer,Store Pickup
58,Male,Shorts,Clothing,Summer,PayPal,Store Pickup
30,Male,Jewelry,Accessories,Winter,Credit Card,Store Pickup
42,Male,Gloves,Accessories,Fall,Bank Transfer,Express
28,Male,Jewelry,Accessories,Winter,Debit Card,Standard
43,Male,Sandals,Footwear,Spring,Venmo,Next Day Air
31,Male,Jewelry,Accessories,Spring,PayPal,2-Day Shipping
39,Male,Hat,Accessories,Spring,Bank Transfer,Store Pickup
69,Male,Shorts,Clothing,Fall,Cash,Express
31,Male,Sweater,Clothing,Fall,Bank Transfer,Next Day Air
44,Male,Blouse,Clothing,Spring,Bank Transfer,Express
39,Male,Hat,Accessories,Fall,Credit Card,Next Day Air
24,Male,Belt,Accessories,Summer,Credit Card,Standard
28,Male,Gloves,Accessories,Summer,PayPal,Free Shipping
48,Male,Coat,Outerwear,Spring,Debit Card,Standard
39,Male,Jewelry,Accessories,Fall,Cash,Express
64,Male,Skirt,Clothing,Spring,Credit Card,Standard
28,Male,Gloves,Accessories,Spring,Venmo,2-Day Shipping
39,Male,Jewelry,Accessories,Summer,PayPal,Next Day Air
49,Male,Shorts,Clothing,Summer,Cash,Store Pickup
22,Male,Gloves,Accessories,Spring,Bank Transfer,Standard
25,Male,Sneakers,Footwear,Spring,Cash,Free Shipping
40,Male,Skirt,Clothing,Summer,Credit Card,Store Pickup
23,Male,Hat,Accessories,Winter,Venmo,Standard
24,Male,Jewelry,Accessories,Summer,PayPal,Next Day Air
66,Male,Sneakers,Footwear,Spring,Venmo,Express
27,Male,Shirt,Clothing,Summer,Venmo,Free Shipping
62,Male,Jacket,Outerwear,Summer,Venmo,Free Shipping
70,Male,Belt,Accessories,Fall,Venmo,Standard
43,Male,T-shirt,Clothing,Spring,Bank Transfer,Next Day Air
45,Male,Jewelry,Accessories,Winter,PayPal,Next Day Air
63,Male,T-shirt,Clothing,Winter,Credit Card,Standard
69,Male,Jacket,Outerwear,Spring,Debit Card,2-Day Shipping
59,Male,Sweater,Clothing,Summer,PayPal,Standard
19,Male,Boots,Footwear,Fall,Cash,Free Shipping
63,Male,Jeans,Clothing,Summer,Venmo,Next Day Air
37,Male,Jeans,Clothing,Spring,Bank Transfer,Standard
37,Male,Pants,Clothing,Summer,PayPal,Store Pickup
50,Male,Jacket,Outerwear,Fall,Cash,2-Day Shipping
60,Male,Jacket,Outerwear,Winter,Cash,Next Day Air
46,Male,Belt,Accessories,Summer,PayPal,Express
35,Male,Shirt,Clothing,Fall,Venmo,2-Day Shipping
66,Male,Dress,Clothing,Winter,Bank Transfer,2-Day Shipping
35,Male,Blouse,Clothing,Spring,Credit Card,Store Pickup
20,Male,Dress,Clothing,Summer,Credit Card,Free Shipping
55,Male,Blouse,Clothing,Fall,Credit Card,Free Shipping
34,Male,Dress,Clothing,Winter,Credit Card,Express
60,Male,Sneakers,Footwear,Winter,Debit Card,Standard
22,Male,Socks,Clothing,Spring,PayPal,Free Shipping
26,Male,Shoes,Footwear,Winter,Venmo,2-Day Shipping
39,Male,Jeans,Clothing,Fall,Debit Card,2-Day Shipping
20,Male,Jeans,Clothing,Winter,Bank Transfer,Express
57,Male,Gloves,Accessories,Spring,PayPal,Standard
68,Male,Belt,Accessories,Winter,Cash,Next Day Air
50,Male,Sunglasses,Accessories,Fall,Venmo,Next Day Air
21,Male,Hat,Accessories,Summer,Venmo,2-Day Shipping
29,Male,Backpack,Accessories,Summer,Credit Card,2-Day Shipping
38,Male,Shorts,Clothing,Spring,Venmo,Free Shipping
54,Male,Socks,Clothing,Summer,Venmo,2-Day Shipping
22,Male,Socks,Clothing,Summer,Debit Card,Free Shipping
29,Male,Belt,Accessories,Winter,Debit Card,2-Day Shipping
41,Male,Jacket,Outerwear,Summer,PayPal,Next Day Air
26,Male,Hat,Accessories,Fall,Bank Transfer,2-Day Shipping
69,Male,T-shirt,Clothing,Spring,Credit Card,Store Pickup
20,Male,Backpack,Accessories,Winter,Venmo,Free Shipping
59,Male,Coat,Outerwear,Spring,Venmo,Next Day Air
63,Male,Backpack,Accessories,Spring,Cash,Next Day Air
68,Male,Jacket,Outerwear,Winter,PayPal,Next Day Air
50,Male,Shoes,Footwear,Summer,Bank Transfer,2-Day Shipping
55,Male,Blouse,Clothing,Summer,Venmo,Free Shipping
36,Male,Sandals,Footwear,Fall,PayPal,2-Day Shipping
18,Male,Sunglasses,Accessories,Summer,Cash,Store Pickup
68,Male,Shoes,Footwear,Spring,Bank Transfer,Next Day Air
56,Male,Dress,Clothing,Fall,Bank Transfer,Standard
32,Male,Belt,Accessories,Spring,Credit Card,2-Day Shipping
28,Male,Shorts,Clothing,Winter,Debit Card,Next Day Air
24,Male,Handbag,Accessories,Winter,Cash,Store Pickup
59,Male,Blouse,Clothing,Winter,Venmo,Next Day Air
56,Male,Jeans,Clothing,Fall,Bank Transfer,Standard
30,Male,Jewelry,Accessories,Spring,PayPal,Standard
48,Male,Belt,Accessories,Winter,Cash,Store Pickup
60,Male,Sneakers,Footwear,Summer,Credit Card,Express
46,Male,Hat,Accessories,Summer,PayPal,Standard
69,Male,Dress,Clothing,Summer,PayPal,Store Pickup
19,Male,Sneakers,Footwear,Spring,Cash,2-Day Shipping
66,Male,Sunglasses,Accessories,Summer,Debit Card,Free Shipping
64,Male,Handbag,Accessories,Summer,Debit Card,2-Day Shipping
54,Male,Blouse,Clothing,Spring,Debit Card,Express
27,Male,Blouse,Clothing,Spring,PayPal,Free Shipping
64,Male,Shorts,Clothing,Winter,Credit Card,Standard
43,Male,Shorts,Clothing,Winter,Bank Transfer,Free Shipping
43,Male,Hoodie,Clothing,Fall,Venmo,Standard
27,Male,Backpack,Accessories,Fall,PayPal,Next Day Air
35,Male,Sunglasses,Accessories,Fall,Credit Card,Express
43,Male,Scarf,Accessories,Fall,Venmo,Store Pickup
57,Male,Hat,Accessories,Winter,Venmo,Free Shipping
50,Male,Scarf,Accessories,Summer,Credit Card,Standard
37,Male,Scarf,Accessories,Winter,Credit Card,Next Day Air
68,Male,Pants,Clothing,Fall,Credit Card,Next Day Air
22,Male,Backpack,Accessories,Summer,Cash,Next Day Air
58,Male,Sunglasses,Accessories,Fall,Venmo,Free Shipping
48,Male,Sneakers,Footwear,Winter,Credit Card,Free Shipping
30,Male,Backpack,Accessories,Spring,Venmo,Standard
51,Male,Sneakers,Footwear,Spring,Venmo,Store Pickup
20,Male,Skirt,Clothing,Summer,PayPal,Standard
30,Male,Pants,Clothing,Winter,Debit Card,Next Day Air
28,Male,Jewelry,Accessories,Winter,Cash,Next Day Air
37,Male,Skirt,Clothing,Summer,Venmo,2-Day Shipping
36,Male,T-shirt,Clothing,Summer,Debit Card,2-Day Shipping
18,Male,Skirt,Clothing,Spring,Bank Transfer,Free Shipping
52,Male,Shirt,Clothing,Spring,Cash,Next Day Air
56,Male,Dress,Clothing,Spring,PayPal,2-Day Shipping
68,Male,Boots,Footwear,Spring,Debit Card,Standard
62,Male,Pants,Clothing,Winter,Debit Card,2-Day Shipping
35,Male,Jacket,Outerwear,Summer,Cash,Free Shipping
65,Male,Sneakers,Footwear,Summer,Credit Card,Standard
69,Male,Jewelry,Accessories,Fall,PayPal,Free Shipping
28,Male,Belt,Accessories,Spring,Cash,Next Day Air
37,Male,Scarf,Accessories,Summer,Cash,Next Day Air
41,Male,Blouse,Clothing,Spring,Venmo,Store Pickup
37,Male,Sweater,Clothing,Fall,Cash,Next Day Air
25,Male,Boots,Footwear,Fall,Debit Card,Express
41,Male,Socks,Clothing,Summer,Venmo,Free Shipping
48,Male,Belt,Accessories,Winter,Cash,Next Day Air
42,Male,Sneakers,Footwear,Summer,Venmo,Store Pickup
54,Male,Jeans,Clothing,Winter,Cash,Free Shipping
18,Male,Skirt,Clothing,Winter,Bank Transfer,Next Day Air
56,Male,Shoes,Footwear,Summer,Credit Card,Free Shipping
61,Male,Dress,Clothing,Spring,PayPal,2-Day Shipping
40,Male,Handbag,Accessories,Summer,Bank Transfer,Store Pickup
34,Male,Backpack,Accessories,Spring,Cash,Standard
42,Male,Jewelry,Accessories,Fall,Bank Transfer,Store Pickup
43,Male,Hat,Accessories,Winter,Debit Card,Store Pickup
47,Male,Jewelry,Accessories,Fall,Credit Card,Express
48,Male,Shirt,Clothing,Winter,Venmo,2-Day Shipping
20,Male,Boots,Footwear,Spring,PayPal,Next Day Air
65,Male,Shirt,Clothing,Spring,Venmo,Store Pickup
54,Male,Sunglasses,Accessories,Winter,Credit Card,Free Shipping
23,Male,Shorts,Clothing,Summer,Debit Card,Next Day Air
18,Male,Sweater,Clothing,Summer,Venmo,2-Day Shipping
70,Male,Belt,Accessories,Winter,Bank Transfer,Next Day Air
55,Male,T-shirt,Clothing,Spring,Debit Card,Standard
49,Male,Shorts,Clothing,Fall,Venmo,Free Shipping
26,Male,Sandals,Footwear,Fall,Cash,Next Day Air
33,Male,Shirt,Clothing,Fall,Credit Card,Standard
20,Male,Socks,Clothing,Spring,Credit Card,2-Day Shipping
41,Male,Pants,Clothing,Winter,PayPal,Next Day Air
18,Male,Skirt,Clothing,Summer,Bank Transfer,Standard
26,Male,Jewelry,Accessories,Summer,Credit Card,Next Day Air
30,Male,T-shirt,Clothing,Summer,Cash,Free Shipping
64,Male,Jewelry,Accessories,Fall,PayPal,Standard
26,Male,Hat,Accessories,Spring,Bank Transfer,Standard
43,Male,Blouse,Clothing,Winter,PayPal,Standard
63,Male,Sandals,Footwear,Summer,Venmo,Standard
57,Male,Handbag,Accessories,Winter,Cash,Store Pickup
25,Male,Hat,Accessories,Winter,Bank Transfer,2-Day Shipping
68,Male,Scarf,Accessories,Summer,Venmo,2-Day Shipping
31,Male,Shorts,Clothing,Winter,PayPal,Store Pickup
64,Male,Backpack,Accessories,Summer,Venmo,Next Day Air
38,Male,Sweater,Clothing,Winter,Venmo,Free Shipping
34,Male,Skirt,Clothing,Winter,PayPal,Next Day Air
32,Male,Sneakers,Footwear,Summer,Bank Transfer,Next Day Air
69,Male,Sunglasses,Accessories,Winter,Venmo,Next Day Air
45,Male,Dress,Clothing,Winter,PayPal,Next Day Air
35,Male,Blouse,Clothing,Spring,Credit Card,Next Day Air
63,Male,Shoes,Footwear,Summer,Debit Card,Store Pickup
65,Male,Sweater,Clothing,Summer,PayPal,2-Day Shipping
35,Male,Gloves,Accessories,Summer,PayPal,2-Day Shipping
54,Male,Socks,Clothing,Spring,Bank Transfer,2-Day Shipping
28,Male,Coat,Outerwear,Summer,Debit Card,Store Pickup
68,Male,Sunglasses,Accessories,Summer,Cash,Standard
58,Male,Boots,Footwear,Fall,Credit Card,Free Shipping
35,Male,Dress,Clothing,Spring,Bank Transfer,Next Day Air
68,Male,Jacket,Outerwear,Spring,PayPal,Free Shipping
41,Male,Gloves,Accessories,Summer,Bank Transfer,Free Shipping
65,Male,Scarf,Accessories,Spring,Debit Card,2-Day Shipping
50,Male,Hoodie,Clothing,Summer,Bank Transfer,Free Shipping
18,Male,Coat,Outerwear,Spring,Bank Transfer,Store Pickup
38,Male,Scarf,Accessories,Summer,PayPal,2-Day Shipping
68,Male,Coat,Outerwear,Summer,PayPal,Next Day Air
53,Male,Scarf,Accessories,Summer,Bank Transfer,Standard
58,Male,Handbag,Accessories,Summer,Credit Card,Standard
34,Male,Boots,Footwear,Summer,Credit Card,Store Pickup
36,Male,Pants,Clothing,Summer,Bank Transfer,Express
58,Male,T-shirt,Clothing,Summer,PayPal,Free Shipping
60,Male,Scarf,Accessories,Winter,Venmo,Next Day Air
59,Male,Coat,Outerwear,Winter,Bank Transfer,Standard
65,Male,Sweater,Clothing,Summer,Cash,Next Day Air
31,Male,Belt,Accessories,Winter,Venmo,2-Day Shipping
43,Male,Belt,Accessories,Spring,Venmo,Store Pickup
37,Male,Sweater,Clothing,Spring,Venmo,Next Day Air
21,Male,Blouse,Clothing,Spring,Credit Card,2-Day Shipping
69,Male,Skirt,Clothing,Spring,Cash,Store Pickup
32,Male,Jewelry,Accessories,Spring,Debit Card,Store Pickup
53,Male,Gloves,Accessories,Fall,Bank Transfer,Next Day Air
59,Male,T-shirt,Clothing,Winter,Venmo,Standard
64,Male,Gloves,Accessories,Summer,Credit Card,2-Day Shipping
63,Male,Sunglasses,Accessories,Winter,Debit Card,Free Shipping
43,Male,Shirt,Clothing,Summer,Cash,Standard
19,Male,Handbag,Accessories,Spring,PayPal,Next Day Air
40,Male,Jacket,Outerwear,Fall,Cash,Next Day Air
51,Male,Skirt,Clothing,Summer,Cash,Store Pickup
51,Male,Handbag,Accessories,Winter,Bank Transfer,2-Day Shipping
66,Male,Blouse,Clothing,Summer,Credit Card,Standard
42,Male,T-shirt,Clothing,Winter,PayPal,Store Pickup
22,Male,Pants,Clothing,Fall,Venmo,Free Shipping
31,Male,Hoodie,Clothing,Winter,PayPal,Free Shipping
18,Male,Boots,Footwear,Fall,Debit Card,Free Shipping
21,Male,Blouse,Clothing,Fall,Debit Card,Next Day Air
35,Male,Coat,Outerwear,Winter,PayPal,Free Shipping
35,Male,Pants,Clothing,Spring,Venmo,Next Day Air
27,Male,Sunglasses,Accessories,Winter,PayPal,Next Day Air
65,Male,Jeans,Clothing,Summer,PayPal,Next Day Air
41,Male,Pants,Clothing,Summer,PayPal,2-Day Shipping
60,Male,Dress,Clothing,Fall,PayPal,Next Day Air
61,Male,Shoes,Footwear,Summer,Credit Card,Store Pickup
24,Male,Sneakers,Footwear,Winter,Cash,2-Day Shipping
65,Male,Socks,Clothing,Fall,Venmo,2-Day Shipping
23,Male,Coat,Outerwear,Spring,Debit Card,Next Day Air
30,Male,Shirt,Clothing,Spring,Cash,Standard
33,Male,Blouse,Clothing,Winter,Venmo,Standard
22,Male,Gloves,Accessories,Fall,Credit Card,Store Pickup
67,Male,Skirt,Clothing,Winter,Venmo,Free Shipping
28,Male,Handbag,Accessories,Winter,Credit Card,Next Day Air
32,Male,Shirt,Clothing,Winter,Credit Card,Store Pickup
40,Male,Coat,Outerwear,Summer,Cash,Free Shipping
64,Male,Shoes,Footwear,Summer,Credit Card,Next Day Air
56,Male,Handbag,Accessories,Winter,Debit Card,Standard
63,Male,Jacket,Outerwear,Fall,Venmo,Standard
20,Male,Shirt,Clothing,Summer,Credit Card,Express
54,Male,Hat,Accessories,Fall,Venmo,2-Day Shipping
31,Male,Sunglasses,Accessories,Spring,Bank Transfer,Free Shipping
36,Male,Shirt,Clothing,Fall,Venmo,Next Day Air
25,Male,Belt,Accessories,Winter,Credit Card,Standard
20,Male,Sweater,Clothing,Spring,Bank Transfer,Free Shipping
62,Male,Hoodie,Clothing,Fall,Credit Card,Express
69,Male,Handbag,Accessories,Winter,PayPal,Next Day Air
54,Male,Jeans,Clothing,Summer,Debit Card,Express
39,Male,Backpack,Accessories,Spring,Venmo,Next Day Air
56,Male,Sneakers,Footwear,Summer,Bank Transfer,Store Pickup
39,Male,Jewelry,Accessories,Summer,Venmo,2-Day Shipping
37,Male,Sunglasses,Accessories,Spring,Credit Card,Standard
25,Male,Shorts,Clothing,Fall,Credit Card,2-Day Shipping
35,Male,Boots,Footwear,Spring,Bank Transfer,Express
45,Male,Skirt,Clothing,Winter,Venmo,Standard
19,Male,Pants,Clothing,Fall,Debit Card,Store Pickup
21,Male,T-shirt,Clothing,Spring,Debit Card,Express
65,Male,T-shirt,Clothing,Fall,Debit Card,2-Day Shipping
49,Male,Jacket,Outerwear,Winter,Venmo,Free Shipping
30,Male,Jeans,Clothing,Summer,Bank Transfer,Standard
23,Male,Dress,Clothing,Spring,PayPal,2-Day Shipping
69,Male,Blouse,Clothing,Winter,Venmo,Standard
29,Male,Hoodie,Clothing,Summer,Cash,Express
54,Male,T-shirt,Clothing,Winter,Cash,2-Day Shipping
45,Male,Sweater,Clothing,Winter,Venmo,Free Shipping
25,Male,Shorts,Clothing,Winter,Cash,Express
34,Male,Jewelry,Accessories,Spring,Venmo,Free Shipping
46,Male,T-shirt,Clothing,Summer,Cash,Standard
70,Male,Scarf,Accessories,Spring,Bank Transfer,Standard
42,Male,Shoes,Footwear,Winter,PayPal,Free Shipping
45,Male,Sunglasses,Accessories,Spring,Cash,Next Day Air
57,Male,Coat,Outerwear,Summer,Credit Card,Express
49,Male,Blouse,Clothing,Spring,Credit Card,Express
23,Male,Jeans,Clothing,Fall,Debit Card,Express
47,Male,Shorts,Clothing,Winter,Venmo,Store Pickup
23,Male,Shirt,Clothing,Fall,Cash,Free Shipping
21,Male,Backpack,Accessories,Fall,Debit Card,Next Day Air
45,Male,Belt,Accessories,Winter,Cash,Free Shipping
67,Male,Blouse,Clothing,Summer,Bank Transfer,Express
31,Male,Jeans,Clothing,Spring,Credit Card,Next Day Air
58,Male,Dress,Clothing,Winter,Debit Card,Express
57,Male,Shorts,Clothing,Summer,Cash,2-Day Shipping
42,Male,Jewelry,Accessories,Summer,Bank Transfer,Store Pickup
60,Male,Handbag,Accessories,Spring,PayPal,2-Day Shipping
21,Male,Jewelry,Accessories,Winter,Credit Card,Express
69,Male,Pants,Clothing,Fall,Cash,Next Day Air
41,Male,Pants,Clothing,Winter,Venmo,Next Day Air
51,Male,Sandals,Footwear,Spring,Credit Card,Express
23,Male,Skirt,Clothing,Winter,Debit Card,Standard
57,Male,Sunglasses,Accessories,Winter,PayPal,Standard
40,Male,Skirt,Clothing,Winter,Credit Card,Store Pickup
65,Male,Handbag,Accessories,Summer,Bank Transfer,Store Pickup
61,Male,Coat,Outerwear,Winter,Cash,Express
34,Male,Skirt,Clothing,Winter,Bank Transfer,2-Day Shipping
43,Male,Hoodie,Clothing,Fall,Credit Card,2-Day Shipping
31,Male,Sunglasses,Accessories,Fall,Credit Card,Express
57,Male,Sweater,Clothing,Winter,PayPal,2-Day Shipping
34,Male,Boots,Footwear,Winter,Debit Card,Store Pickup
25,Male,Skirt,Clothing,Fall,Venmo,Next Day Air
66,Male,Dress,Clothing,Fall,Debit Card,2-Day Shipping
56,Male,Belt,Accessories,Spring,Cash,Next Day Air
49,Male,Jewelry,Accessories,Fall,PayPal,Free Shipping
19,Male,Dress,Clothing,Fall,Bank Transfer,Standard
27,Male,Hat,Accessories,Winter,Debit Card,Free Shipping
68,Male,Sweater,Clothing,Spring,Venmo,Next Day Air
20,Male,Skirt,Clothing,Spring,Credit Card,Standard
21,Male,Hoodie,Clothing,Fall,PayPal,2-Day Shipping
36,Male,Sandals,Footwear,Summer,Credit Card,Express
37,Male,Jewelry,Accessories,Winter,Venmo,Store Pickup
61,Male,Dress,Clothing,Summer,PayPal,Store Pickup
68,Male,Hoodie,Clothing,Spring,Bank Transfer,2-Day Shipping
60,Male,Sweater,Clothing,Winter,Venmo,2-Day Shipping
69,Male,Jewelry,Accessories,Fall,PayPal,2-Day Shipping
25,Male,Sandals,Footwear,Summer,Venmo,2-Day Shipping
32,Male,Socks,Clothing,Winter,Credit Card,Free Shipping
53,Male,Backpack,Accessories,Fall,Credit Card,Express
46,Male,Shirt,Clothing,Fall,Credit Card,Store Pickup
58,Male,Shoes,Footwear,Summer,PayPal,2-Day Shipping
